DateTime,Depth,temp
2014-05-14,0.1,21.5335
2014-05-14,1,20.7267
2014-05-14,2,19.9773
2014-05-14,3,17.7273
2014-05-14,4,14.2853
2014-05-14,5,11.7211
2014-05-14,6,9.6967
2014-05-14,7,8.5209
2014-05-14,8,7.8544
2014-05-14,9,7.3332
2014-05-14,10,6.9084
2014-05-14,11,6.8539
2014-05-29,0.1,22.8648
2014-05-29,1,22.5354
2014-05-29,2,21.903
2014-05-29,3,20.561
2014-05-29,4,17.0268
2014-05-29,5,11.1783
2014-05-29,6,8.9796
2014-05-29,7,7.922
2014-05-29,8,7.4196
2014-05-29,9,7.1392
2014-05-29,10,6.9399
2014-05-29,11,6.8624
2014-06-04,0.1,23.5578
2014-06-04,1,23.5571
2014-06-04,2,23.468
2014-06-04,3,21.5993
2014-06-04,4,14.7595
2014-06-04,5,11.5501
2014-06-04,6,9.8365
2014-06-04,7,8.4134
2014-06-04,8,7.7758
2014-06-04,9,7.2414
2014-06-04,10,6.9411
2014-06-04,11,6.8007
2014-06-18,0.1,26.5018
2014-06-18,1,26.4896
2014-06-18,2,26.4456
2014-06-18,3,24.515
2014-06-18,4,18.4536
2014-06-18,5,13.0697
2014-06-18,6,10.2099
2014-06-18,7,8.8451
2014-06-18,8,8.17
2014-06-18,9,7.6458
2014-06-18,10,7.2657
2014-06-18,11,7.006
2014-06-25,0.1,26.6621
2014-06-25,1,26.3005
2014-06-25,2,26.1697
2014-06-25,3,24.1546
2014-06-25,4,17.7377
2014-06-25,5,11.8613
2014-06-25,6,10.0187
2014-06-25,7,8.7844
2014-06-25,8,7.9784
2014-06-25,9,7.3861
2014-06-25,10,7.0672
2014-06-25,11,6.9333
2014-07-02,0.1,27.5475
2014-07-02,1,27.3661
2014-07-02,2,25.9502
2014-07-02,3,24.1301
2014-07-02,4,16.468
2014-07-02,5,12.6727
2014-07-02,6,9.7969
2014-07-02,7,8.6865
2014-07-02,8,7.9882
2014-07-02,9,7.4064
2014-07-02,10,7.1015
2014-07-02,11,6.9079
2014-07-09,0.1,26.6066
2014-07-09,1,26.134
2014-07-09,2,25.848
2014-07-09,3,23.3371
2014-07-09,4,17.7333
2014-07-09,5,12.3931
2014-07-09,6,9.8701
2014-07-09,7,8.6468
2014-07-09,8,7.874
2014-07-09,9,7.4109
2014-07-09,10,7.1667
2014-07-09,11,6.9663
2014-07-16,0.1,25.7582
2014-07-16,1,25.7695
2014-07-16,2,25.7709
2014-07-16,3,25.5845
2014-07-16,4,17.7392
2014-07-16,5,11.9687
2014-07-16,6,9.9571
2014-07-16,7,8.7778
2014-07-16,8,7.8179
2014-07-16,9,7.3856
2014-07-16,10,7.1795
2014-07-16,11,7.0282
2014-07-23,0.1,25.9965
2014-07-23,1,25.7009
2014-07-23,2,25.1677
2014-07-23,3,21.6272
2014-07-23,4,16.3045
2014-07-23,5,11.8443
2014-07-23,6,10.1908
2014-07-23,7,8.9308
2014-07-23,8,7.9364
2014-07-23,9,7.4126
2014-07-23,10,7.1883
2014-07-23,11,6.9635
2014-07-30,0.1,24.2081
2014-07-30,1,23.9812
2014-07-30,2,23.7127
2014-07-30,3,22.5422
2014-07-30,4,16.6367
2014-07-30,5,12.3808
2014-07-30,6,9.6359
2014-07-30,7,8.3882
2014-07-30,8,7.6486
2014-07-30,9,7.3734
2014-07-30,10,7.2097
2014-07-30,11,7.0273
2014-08-13,0.1,21.6129
2014-08-13,1,21.6082
2014-08-13,2,21.6027
2014-08-13,3,21.599
2014-08-13,4,19.2448
2014-08-13,5,13.6034
2014-08-13,6,10.5498
2014-08-13,7,8.7916
2014-08-13,8,8.058
2014-08-13,9,7.4351
2014-08-13,10,7.2445
2014-08-13,11,7.1247
2014-09-04,0.1,25.8837
2014-09-04,1,25.8815
2014-09-04,2,24.8129
2014-09-04,3,21.7209
2014-09-04,4,17.647
2014-09-04,5,13.4034
2014-09-04,6,9.9134
2014-09-04,7,8.5393
2014-09-04,8,7.9216
2014-09-04,9,7.5829
2014-09-04,10,7.4015
2014-09-04,11,7.2605
2014-09-25,0.1,19.3937
2014-09-25,1,19.3886
2014-09-25,2,19.3687
2014-09-25,3,19.3584
2014-09-25,4,19.3344
2014-09-25,5,14.0564
2014-09-25,6,10.6705
2014-09-25,7,8.8658
2014-09-25,8,7.9429
2014-09-25,9,7.6134
2014-09-25,10,7.4735
2014-09-25,11,7.3041
2014-10-23,0.1,13.4511
2014-10-23,1,13.4848
2014-10-23,2,13.4944
2014-10-23,3,13.4956
2014-10-23,4,13.4638
2014-10-23,5,13.4372
2014-10-23,6,13.4154
2014-10-23,7,13.408
2014-10-23,8,11.8946
2014-10-23,9,7.9047
2014-10-23,10,7.6451
2014-10-23,11,7.5454
2015-05-14,0.1,21.05103
2015-05-14,1,20.8417
2015-05-14,2,18.5255
2015-05-14,3,15.1426
2015-05-14,4,13.338
2015-05-14,5,11.408
2015-05-14,6,9.8812
2015-05-14,7,8.7448
2015-05-14,8,7.9426
2015-05-14,9,7.6994
2015-05-14,10,7.5786
2015-05-14,11,7.4605
2015-05-21,0.1,20.1053
2015-05-21,1,21.2811
2015-05-21,2,21.213
2015-05-21,3,17.2174
2015-05-21,4,14.0815
2015-05-21,5,11.8238
2015-05-21,6,10.053
2015-05-21,7,8.4809
2015-05-21,8,7.8659
2015-05-21,9,7.6769
2015-05-21,10,7.5897
2015-05-21,11,7.5364
2015-05-28,0.1,23.869
2015-05-28,1,23.6969
2015-05-28,2,23.5388
2015-05-28,3,17.9548
2015-05-28,4,14.7831
2015-05-28,5,12.6072
2015-05-28,6,10.5096
2015-05-28,7,9.2911
2015-05-28,8,8.4329
2015-05-28,9,8.0365
2015-05-28,10,7.717
2015-05-28,11,7.555525
2015-06-04,0.1,22.2
2015-06-04,1,22.3
2015-06-04,2,22.3
2015-06-04,3,22.3
2015-06-04,4,20.4
2015-06-04,5,16
2015-06-04,6,13.4
2015-06-04,7,11.7
2015-06-04,8,10
2015-06-04,9,9
2015-06-04,10,8.1
2015-06-04,11,7.8
2015-06-11,0.1,24.7237
2015-06-11,1,24.5333
2015-06-11,2,24.078
2015-06-11,3,20.0549
2015-06-11,4,16.7965
2015-06-11,5,13.1516
2015-06-11,6,11.0079
2015-06-11,7,9.8969
2015-06-11,8,8.7142
2015-06-11,9,8.058
2015-06-11,10,7.7593
2015-06-11,11,7.5782
2015-06-18,0.1,28.3076
2015-06-18,1,27.6644
2015-06-18,2,25.9723
2015-06-18,3,22.0399
2015-06-18,4,17.6925
2015-06-18,5,12.7957
2015-06-18,6,10.5208
2015-06-18,7,9.4769
2015-06-18,8,8.4924
2015-06-18,9,8.0173
2015-06-18,10,7.7167
2015-06-18,11,7.6596
2015-06-19,0.1,27.1113
2015-06-19,1,26.8839
2015-06-19,2,27.2547
2015-06-19,3,21.98115
2015-06-19,4,16.291
2015-06-19,5,12.8929
2015-06-19,6,11.39775
2015-06-19,7,9.5636
2015-06-19,8,8.7989
2015-06-19,9,7.9996
2015-06-19,10,7.842875
2015-06-19,11,7.6917
2015-06-25,0.1,27.9371
2015-06-25,1,27.7069
2015-06-25,2,26.7426
2015-06-25,3,23.0681
2015-06-25,4,18.3901
2015-06-25,5,13.8406
2015-06-25,6,11.1052
2015-06-25,7,9.361
2015-06-25,8,8.3385
2015-06-25,9,8.0453
2015-06-25,10,7.7799
2015-06-25,11,7.7133
2015-07-02,0.1,25.3714
2015-07-02,1,25.3416
2015-07-02,2,25.2773
2015-07-02,3,23.8593
2015-07-02,4,18.0437
2015-07-02,5,14.2188
2015-07-02,6,11.0822
2015-07-02,7,9.3475
2015-07-02,8,8.4072
2015-07-02,9,8.0915
2015-07-02,10,7.9134
2015-07-02,11,7.7049
2015-07-09,0.1,25.0477
2015-07-09,1,24.9502
2015-07-09,2,24.8462
2015-07-09,3,24.5398
2015-07-09,4,19.9956
2015-07-09,5,14.8897
2015-07-09,6,11.2598
2015-07-09,7,10.00885
2015-07-09,8,9.1164
2015-07-09,9,8.364
2015-07-09,10,7.945
2015-07-09,11,7.6209
2015-07-16,0.1,25.876
2015-07-16,1,25.7619
2015-07-16,2,25.4279
2015-07-16,3,24.3636
2015-07-16,4,19.819
2015-07-16,5,14.8906
2015-07-16,6,11.7988
2015-07-16,7,9.8835
2015-07-16,8,8.6187
2015-07-16,9,8.2662
2015-07-16,10,8.1466
2015-07-16,11,7.7896
2015-07-23,0.1,27.0723
2015-07-23,1,27.0395
2015-07-23,2,26.8009
2015-07-23,3,24.4115
2015-07-23,4,19.7716
2015-07-23,5,14.7845
2015-07-23,6,11.3515
2015-07-23,7,10.0758
2015-07-23,8,8.8653
2015-07-23,9,8.2769
2015-07-23,10,7.9783
2015-07-23,11,7.7248
2015-07-30,0.1,27.6016
2015-07-30,1,27.6768
2015-07-30,2,27.5753
2015-07-30,3,25.0513
2015-07-30,4,19.8394
2015-07-30,5,14.7764
2015-07-30,6,11.8277
2015-07-30,7,10.2709
2015-07-30,8,9.1168
2015-07-30,9,8.375
2015-07-30,10,8.0009
2015-07-30,11,7.7458
2015-08-13,0.1,25.7
2015-08-13,1,25.6
2015-08-13,2,25.5
2015-08-13,3,25.4
2015-08-13,4,25
2015-08-13,5,22.6
2015-08-13,6,18
2015-08-13,7,13.6
2015-08-13,8,11.4
2015-08-13,9,9.5
2015-08-13,10,8.6
2015-08-13,11,8.3
2015-09-04,0.1,27.2332
2015-09-04,1,26.594
2015-09-04,2,26.2279
2015-09-04,3,25.5928
2015-09-04,4,23.7018
2015-09-04,5,21.0099
2015-09-04,6,15.6245
2015-09-04,7,12.0317
2015-09-04,8,10.3029
2015-09-04,9,8.8782
2015-09-04,10,8.4435
2015-09-04,11,8.1316
2015-09-18,0.1,23.1102
2015-09-18,1,23.0259
2015-09-18,2,22.554
2015-09-18,3,22.3653
2015-09-18,4,21.8946
2015-09-18,5,20.9536
2015-09-18,6,15.5084
2015-09-18,7,11.9778
2015-09-18,8,9.8356
2015-09-18,9,8.9741
2015-09-18,10,8.5505
2015-09-18,11,8.1761
2015-10-02,0.1,18.8554
2015-10-02,1,18.8855
2015-10-02,2,18.8891
2015-10-02,3,18.8865
2015-10-02,4,18.8858
2015-10-02,5,18.7953
2015-10-02,6,17.9149
2015-10-02,7,13.8796
2015-10-02,8,10.9193
2015-10-02,9,9.1318
2015-10-02,10,8.567
2015-10-02,11,8.3724
2015-10-23,0.1,15.59805
2015-10-23,1,15.5354
2015-10-23,2,15.1719
2015-10-23,3,14.9856
2015-10-23,4,14.7177
2015-10-23,5,14.2896
2015-10-23,6,14.0982
2015-10-23,7,13.9341
2015-10-23,8,13.0578
2015-10-23,9,9.8006
2015-10-23,10,9.1771
2015-10-23,11,8.8719
2016-04-05,0.1,11.45
2016-04-05,1,11.5
2016-04-05,2,11.4
2016-04-05,3,11.4
2016-04-05,4,11.3
2016-04-05,5,10.9
2016-04-05,6,9.3
2016-04-05,7,8.3
2016-04-05,8,7.4
2016-04-05,9,6.6
2016-04-05,10,6.2
2016-04-05,11,6.1
2016-04-06,0.1,11.5
2016-04-06,1,11.5
2016-04-06,2,11.4
2016-04-06,3,11.4
2016-04-06,4,11.4
2016-04-06,5,11.2
2016-04-06,6,9.8
2016-04-06,7,8.8
2016-04-06,8,7.8
2016-04-06,9,7
2016-04-06,10,6.3
2016-04-06,11,6.2
2016-04-20,0.1,15.9
2016-04-20,1,15.5
2016-04-20,2,14.5
2016-04-20,3,12.8
2016-04-20,4,11.6
2016-04-20,5,11
2016-04-20,6,10.3
2016-04-20,7,9.7
2016-04-20,8,9.1
2016-04-20,9,8.4
2016-04-20,10,7.7
2016-04-20,11,7.3
2016-05-04,0.1,19.6
2016-05-04,1,19.6
2016-05-04,2,19.5
2016-05-04,3,18.2
2016-05-04,4,15.7
2016-05-04,5,12.2
2016-05-04,6,10.8
2016-05-04,7,10
2016-05-04,8,9.5
2016-05-04,9,8.3
2016-05-04,10,7.8
2016-05-04,11,7.7
2016-05-12,0.1,19.178
2016-05-12,1,19.154
2016-05-12,2,18.7808
2016-05-12,3,17.397
2016-05-12,4,15.469
2016-05-12,5,12.7387
2016-05-12,6,10.7533
2016-05-12,7,9.6135
2016-05-12,8,8.4061
2016-05-12,9,7.9334
2016-05-12,10,7.7528
2016-05-12,11,7.593
2016-05-19,0.1,16.6825
2016-05-19,1,16.6841
2016-05-19,2,16.6671
2016-05-19,3,16.6497
2016-05-19,4,16.6106
2016-05-19,5,13.3145
2016-05-19,6,10.6811
2016-05-19,7,9.8162
2016-05-19,8,8.7056
2016-05-19,9,8.0743
2016-05-19,10,7.8275
2016-05-19,11,7.5604
2016-05-26,0.1,20.6863
2016-05-26,1,20.6536
2016-05-26,2,18.2988
2016-05-26,3,17.6756
2016-05-26,4,16.7103
2016-05-26,5,13.9921
2016-05-26,6,11.2745
2016-05-26,7,9.718
2016-05-26,8,8.3909
2016-05-26,9,8.068
2016-05-26,10,7.9469
2016-05-26,11,7.7577
2016-05-29,0.1,23.1177
2016-05-29,1,22.9614
2016-05-29,2,19.6232
2016-05-29,3,18.1381
2016-05-29,4,16.938
2016-05-29,5,14.0535
2016-05-29,6,11.0209
2016-05-29,7,9.9082
2016-05-29,8,9.0251
2016-05-29,9,8.2975
2016-05-29,10,8.0537
2016-05-29,11,7.6969
2016-05-31,0.1,24.3209
2016-05-31,1,23.7661
2016-05-31,2,19.9931
2016-05-31,3,18.3591
2016-05-31,4,16.7732
2016-05-31,5,14.4628
2016-05-31,6,10.9875
2016-05-31,7,9.8164
2016-05-31,8,8.9489
2016-05-31,9,8.3773
2016-05-31,10,8.1199
2016-05-31,11,7.6875
2016-06-02,0.1,24.2618
2016-06-02,1,23.1865
2016-06-02,2,20.5774
2016-06-02,3,19.2529
2016-06-02,4,17.472
2016-06-02,5,13.5322
2016-06-02,6,11.0347
2016-06-02,7,9.8543
2016-06-02,8,8.8933
2016-06-02,9,8.2957
2016-06-02,10,8.0848
2016-06-02,11,7.695
2016-06-07,0.1,25.2975
2016-06-07,1,24.8828
2016-06-07,2,24.8726
2016-06-07,3,19.7382
2016-06-07,4,17.1413
2016-06-07,5,13.7407
2016-06-07,6,10.9362
2016-06-07,7,9.7738
2016-06-07,8,8.7516
2016-06-07,9,8.259
2016-06-07,10,7.9892
2016-06-07,11,7.6759
2016-06-08,0.1,24.0375
2016-06-08,1,23.7342
2016-06-08,2,23.898
2016-06-08,3,20.0214
2016-06-08,4,17.7311
2016-06-08,5,14.06705
2016-06-08,6,11.8652
2016-06-08,7,9.8488
2016-06-08,8,8.7013
2016-06-08,9,8.1589
2016-06-08,10,7.9815
2016-06-08,11,7.7325
2016-06-16,0.1,24.3533
2016-06-16,1,24.3431
2016-06-16,2,24.3052
2016-06-16,3,24.304
2016-06-16,4,19.3618
2016-06-16,5,14.0592
2016-06-16,6,11.5035
2016-06-16,7,10.1468
2016-06-16,8,9.0598
2016-06-16,9,8.4814
2016-06-16,10,8.2243
2016-06-16,11,8.0462
2016-06-23,0.1,23.57155
2016-06-23,1,23.9927
2016-06-23,2,24.0898
2016-06-23,3,24.0759
2016-06-23,4,23.993
2016-06-23,5,16.2979
2016-06-23,6,13.6299
2016-06-23,7,11.712
2016-06-23,8,9.8214
2016-06-23,9,8.7513
2016-06-23,10,8.3915
2016-06-23,11,8.0602
2016-06-26,0.1,25.0914
2016-06-26,1,24.5738
2016-06-26,2,24.1981
2016-06-26,3,23.4898
2016-06-26,4,21.3788
2016-06-26,5,16.2884
2016-06-26,6,12.7116
2016-06-26,7,11.2546
2016-06-26,8,9.8079
2016-06-26,9,8.8525
2016-06-26,10,8.4633
2016-06-26,11,8.0911
2016-06-28,0.1,24.6053
2016-06-28,1,25.0295
2016-06-28,2,25.0359
2016-06-28,3,24.8191
2016-06-28,4,23.325
2016-06-28,5,20.5051
2016-06-28,6,16.7888
2016-06-28,7,15.1172
2016-06-28,8,9.9138
2016-06-28,9,8.667
2016-06-28,10,8.4185
2016-06-28,11,8.0672
2016-06-30,0.1,25.6058
2016-06-30,1,25.2953
2016-06-30,2,24.8785
2016-06-30,3,24.1871
2016-06-30,4,21.3184
2016-06-30,5,15.6954
2016-06-30,6,13.1127
2016-06-30,7,11.1511
2016-06-30,8,9.73
2016-06-30,9,8.7395
2016-06-30,10,8.357
2016-06-30,11,8.1426
2016-07-07,0.1,26.0149
2016-07-07,1,25.9044
2016-07-07,2,25.1246
2016-07-07,3,23.2979
2016-07-07,4,20.3772
2016-07-07,5,17.5809
2016-07-07,6,13.5431
2016-07-07,7,11.2111
2016-07-07,8,9.5719
2016-07-07,9,8.7104
2016-07-07,10,8.4101
2016-07-07,11,8.0185
2016-07-14,0.1,26.9835
2016-07-14,1,26.5884
2016-07-14,2,26.2121
2016-07-14,3,24.9425
2016-07-14,4,21.2548
2016-07-14,5,17.502
2016-07-14,6,13.0232
2016-07-14,7,11.2343
2016-07-14,8,9.8093
2016-07-14,9,8.8195
2016-07-14,10,8.5654
2016-07-14,11,8.2183
2016-07-21,0.1,28.03885
2016-07-21,1,28.0744
2016-07-21,2,27.5861
2016-07-21,3,25.6366
2016-07-21,4,22.0068
2016-07-21,5,17.2642
2016-07-21,6,13.6919
2016-07-21,7,11.5132
2016-07-21,8,9.8368
2016-07-21,9,8.8112
2016-07-21,10,8.5406
2016-07-21,11,8.222
2016-07-24,0.1,29.4323
2016-07-24,1,29.2099
2016-07-24,2,28.371
2016-07-24,3,26.3451
2016-07-24,4,21.6842
2016-07-24,5,17.5582
2016-07-24,6,13.8632
2016-07-24,7,11.4884
2016-07-24,8,9.618
2016-07-24,9,8.8948
2016-07-24,10,8.515
2016-07-24,11,8.1889
2016-07-28,0.1,30.1595
2016-07-28,1,30.0816
2016-07-28,2,29.5923
2016-07-28,3,25.8888
2016-07-28,4,21.5947
2016-07-28,5,17.6227
2016-07-28,6,14.1241
2016-07-28,7,11.4341
2016-07-28,8,9.5882
2016-07-28,9,8.8645
2016-07-28,10,8.6185
2016-07-28,11,8.3452
2016-08-04,0.1,26.4
2016-08-04,1,26.3
2016-08-04,2,26.3
2016-08-04,3,26.3
2016-08-04,4,25.3
2016-08-04,5,21.1
2016-08-04,6,16.3
2016-08-04,7,13.3
2016-08-04,8,11.4
2016-08-04,9,9.7
2016-08-04,10,8.9
2016-08-04,11,8.5
2016-08-11,0.1,26.8593
2016-08-11,1,26.8486
2016-08-11,2,26.7885
2016-08-11,3,26.594
2016-08-11,4,22.8739
2016-08-11,5,18.6387
2016-08-11,6,14.041
2016-08-11,7,11.7723
2016-08-11,8,10.0555
2016-08-11,9,8.8786
2016-08-11,10,8.552
2016-08-11,11,8.3306
2016-08-18,0.1,27.0012
2016-08-18,1,27.0234
2016-08-18,2,26.9861
2016-08-18,3,27.0792
2016-08-18,4,23.4864
2016-08-18,5,18.2633
2016-08-18,6,14.0335
2016-08-18,7,11.7512
2016-08-18,8,9.9001
2016-08-18,9,9.0542
2016-08-18,10,8.6738
2016-08-18,11,8.4636
2016-08-23,0.1,26.1061
2016-08-23,1,26.0835
2016-08-23,2,25.9633
2016-08-23,3,25.6164
2016-08-23,4,23.4328
2016-08-23,5,19.2235
2016-08-23,6,15.004
2016-08-23,7,11.6803
2016-08-23,8,9.9155
2016-08-23,9,9.2921
2016-08-23,10,8.9192
2016-08-23,11,8.5158
2016-09-06,0.1,24.4416
2016-09-06,1,24.7741
2016-09-06,2,24.7606
2016-09-06,3,24.7629
2016-09-06,4,24.6976
2016-09-06,5,19.2401
2016-09-06,6,15.2194
2016-09-06,7,11.7998
2016-09-06,8,9.876
2016-09-06,9,9.1936
2016-09-06,10,8.9355
2016-09-06,11,8.4327
2016-09-16,0.1,23.6904
2016-09-16,1,24.3892
2016-09-16,2,24.4181
2016-09-16,3,24.5174
2016-09-16,4,24.19135
2016-09-16,5,21.5462
2016-09-16,6,21.6585
2016-09-16,7,12.2349
2016-09-16,8,10.327
2016-09-16,9,9.3064
2016-09-16,10,9.0233
2016-09-16,11,8.529
2016-09-17,0.1,23.6446
2016-09-17,1,24.1108
2016-09-17,2,24.1239
2016-09-17,3,24.1135
2016-09-17,4,23.3136
2016-09-17,5,23.3307
2016-09-17,6,14.7529
2016-09-17,7,11.8863
2016-09-17,8,10.1613
2016-09-17,9,9.1305
2016-09-17,10,8.8595
2016-09-17,11,8.5554
2016-09-27,0.1,22.3727
2016-09-27,1,22.4719
2016-09-27,2,22.4547
2016-09-27,3,22.4143
2016-09-27,4,22.392
2016-09-27,5,20.5515
2016-09-27,6,15.2124
2016-09-27,7,12.0962
2016-09-27,8,10.0974
2016-09-27,9,9.3846
2016-09-27,10,9.0248
2016-09-27,11,8.6638
2016-10-11,0.1,16.6438
2016-10-11,1,17.3864
2016-10-11,2,17.4447
2016-10-11,3,17.4365
2016-10-11,4,17.4219
2016-10-11,5,17.3946
2016-10-11,6,17.3118
2016-10-11,7,16.9044
2016-10-11,8,12.2037
2016-10-11,9,10.3692
2016-10-11,10,9.7842
2016-10-11,11,9.1435
2016-10-25,0.1,14.9
2016-10-25,1,14.9
2016-10-25,2,14.9
2016-10-25,3,14.9
2016-10-25,4,14.9
2016-10-25,5,14.8
2016-10-25,6,14.8
2016-10-25,7,14.8
2016-10-25,8,14.7
2016-10-25,9,12.3
2016-10-25,10,10.2
2016-10-25,11,9.3
2016-11-11,0.1,13.1832
2016-11-11,1,12.8383
2016-11-11,2,12.7843
2016-11-11,3,12.7694
2016-11-11,4,12.7703
2016-11-11,5,12.7665
2016-11-11,6,12.7711
2016-11-11,7,12.7717
2016-11-11,8,12.7684
2016-11-11,9,12.7692
2016-11-11,10,12.7683
2016-11-11,11,12.7498
2017-03-17,0.1,6.3087
2017-03-17,1,5.9303
2017-03-17,2,5.6199
2017-03-17,3,5.6631
2017-03-17,4,5.604
2017-03-17,5,5.4605
2017-03-17,6,5.4767
2017-03-17,7,5.4456
2017-03-17,8,5.4093
2017-03-17,9,5.4108
2017-03-17,10,5.4045
2017-03-17,11,5.3946
2017-04-10,0.1,13.3044
2017-04-10,1,13.2181
2017-04-10,2,12.68665
2017-04-10,3,12.1952
2017-04-10,4,11.6176
2017-04-10,5,11.3089
2017-04-10,6,10.9622
2017-04-10,7,10.7884
2017-04-10,8,10.099
2017-04-10,9,9.064
2017-04-10,10,8.6244
2017-04-10,11,8.1627
2017-05-05,0.1,17.6876
2017-05-05,1,17.4895
2017-05-05,2,17.2877
2017-05-05,3,15.4411
2017-05-05,4,13.4176
2017-05-05,5,12.2855
2017-05-05,6,11.2751
2017-05-05,7,10.513
2017-05-05,8,9.0513
2017-05-05,9,8.7279
2017-05-05,10,8.4378
2017-05-05,11,8.2339
2017-05-10,0.1,15.7904
2017-05-10,1,15.6988
2017-05-10,2,15.6557
2017-05-10,3,15.6376
2017-05-10,4,14.2062
2017-05-10,5,12.3822
2017-05-10,6,11.06
2017-05-10,7,9.9571
2017-05-10,8,9.1305
