Reservoir,Site,DateTime,Secchi_m,Flag_Secchi
BVR,50,8/30/2013,2.3,1
BVR,50,8/30/2013,2.3,1
BVR,50,10/16/2013,4.4,0
BVR,50,4/30/2014,3,0
BVR,50,4/30/2014,2.75,0
BVR,50,4/30/2014,3,0
BVR,50,5/14/2014,3.5,0
BVR,50,5/14/2014,3.5,0
BVR,50,5/29/2014,3.5,0
BVR,50,6/4/2014,4.4,0
BVR,50,6/4/2014,4.4,0
BVR,50,6/18/2014,4.2,0
BVR,50,6/18/2014,4.2,0
BVR,50,6/25/2014,4.7,0
BVR,50,6/25/2014,4.7,0
BVR,50,7/2/2014,3,0
BVR,50,7/2/2014,3,0
BVR,50,7/9/2014,2.5,0
BVR,50,7/9/2014,2.5,0
BVR,50,7/23/2014,2.2,0
BVR,50,7/23/2014,2.5,0
BVR,50,7/30/2014,2.5,0
BVR,50,7/30/2014,2.5,0
BVR,50,8/13/2014,2.6,0
BVR,50,8/13/2014,2.6,0
BVR,50,9/4/2014,3.8,0
BVR,50,9/4/2014,3.8,0
BVR,50,9/25/2014,3.3,0
BVR,50,9/25/2014,3.3,0
BVR,50,5/28/2015,3.9,0
BVR,50,6/4/2015,3.4,0
BVR,50,6/11/2015,3.3,0
BVR,50,6/18/2015,3.2,0
BVR,50,6/25/2015,2.5,0
BVR,50,7/2/2015,2.6,0
BVR,50,7/2/2015,2.6,0
BVR,50,7/9/2015,2.9,0
BVR,50,7/16/2015,2.8,0
BVR,50,7/23/2015,2.7,0
BVR,50,7/30/2015,2.6,0
BVR,50,8/13/2015,2.5,0
BVR,50,8/20/2015,2.5,0
BVR,50,10/23/2015,3,0
BVR,50,10/23/2015,3,0
BVR,50,3/23/2016,1.74,0
BVR,50,4/5/2016,2.21,1
BVR,50,4/6/2016,2.21,0
BVR,50,4/20/2016,2.49,1
BVR,50,4/23/2016,1.74,1
BVR,50,5/4/2016,3.08,1
BVR,50,5/12/2016,4.04,1
BVR,50,5/19/2016,3.25,1
BVR,50,5/26/2016,3.45,1
BVR,50,5/29/2016,2.76,1
BVR,50,5/31/2016,3.02,1
BVR,50,6/2/2016,4.2,1
BVR,50,6/8/2016,3.9,1
BVR,50,6/16/2016,3.3,1
BVR,50,6/23/2016,3.9,1
BVR,50,6/26/2016,2.79,1
BVR,50,6/28/2016,3.5,1
BVR,50,6/30/2016,3.06,1
BVR,50,7/7/2016,3.08,1
BVR,50,7/14/2016,3.1,1
BVR,50,7/21/2016,2.7,1
BVR,50,7/24/2016,2.3,1
BVR,50,7/28/2016,2.47,1
BVR,50,8/4/2016,1.79,1
BVR,50,8/11/2016,1.9,1
BVR,50,8/18/2016,2.65,1
BVR,50,8/23/2016,2.87,1
BVR,50,9/6/2016,2.13,1
BVR,50,9/27/2016,2.21,1
BVR,50,10/11/2016,2.3,1
BVR,50,10/25/2016,2.24,1
BVR,50,11/11/2016,1.35,0
BVR,50,3/17/2017,2.51,0
BVR,50,4/10/2017,3.29,0
BVR,50,5/5/2017,3.15,0
BVR,50,5/10/2017,2.5,0
BVR,50,5/18/2017,3.45,0
BVR,50,5/25/2017,2.14,0
BVR,50,5/30/2017,2.05,0
BVR,50,6/1/2017,2.19,0
BVR,50,6/8/2017,2.18,0
BVR,50,6/15/2017,1.83,0
BVR,50,6/22/2017,1,0
BVR,50,6/29/2017,0.92,0
BVR,50,7/7/2017,0.87,0
BVR,50,7/13/2017,1.26,0
BVR,50,7/20/2017,1.09,0
BVR,50,7/27/2017,0.9,0
BVR,50,8/3/2017,0.96,0
BVR,50,8/10/2017,1.1,0
BVR,50,8/17/2017,1.17,0
BVR,50,8/24/2017,1.15,0
BVR,50,9/5/2017,1.18,0
BVR,50,9/19/2017,1.1,0
BVR,50,10/3/2017,1,0
BVR,50,10/17/2017,1.07,0
BVR,50,11/7/2017,1.05,0
BVR,50,5/4/2018,2.01,0
BVR,50,5/11/2018,2,0
BVR,50,5/17/2018,2.08,0
BVR,50,5/24/2018,2.16,0
BVR,50,5/31/2018,1.86,0
BVR,50,6/7/2018,2.34,0
BVR,50,6/14/2018,1.85,0
BVR,50,6/21/2018,1.9,0
BVR,50,6/28/2018,1.15,0
BVR,50,7/5/2018,0.92,0
BVR,50,7/12/2018,1.12,0
BVR,50,7/19/2018,1.09,0
BVR,50,7/26/2018,4.22,0
BVR,50,8/9/2018,1.03,0
BVR,50,8/16/2018,1.12,0
BVR,50,8/24/2018,1.87,0
BVR,50,9/7/2018,2.57,0
BVR,50,9/21/2018,1.89,0
BVR,50,10/5/2018,2.08,0
BVR,50,10/19/2018,1.72,0
BVR,50,4/8/2019,4.18,0
BVR,50,4/29/2019,3.1,0
BVR,50,5/16/2019,4.5,0
BVR,50,5/23/2019,4.35,0
BVR,50,5/30/2019,3.6,0
BVR,50,6/13/2019,3.5,0
BVR,50,6/20/2019,4.44,0
BVR,50,6/27/2019,4.6,0
BVR,50,7/3/2019,3.5,0
BVR,50,7/11/2019,3.95,0
BVR,50,7/18/2019,3.25,0
BVR,50,7/24/2019,2.63,0
BVR,50,8/1/2019,2.3,0
BVR,50,8/8/2019,2.3,0
BVR,50,8/14/2019,2.5,0
BVR,50,9/4/2019,2.8,0
BVR,50,9/20/2019,2,0
BVR,50,10/4/2019,2.1,0
BVR,50,10/18/2019,0.9,0
BVR,50,10/28/2019,1,0
BVR,50,11/15/2019,1.05,0
BVR,50,12/6/2019,1.27,0
CCR,50,8/30/2013,2.5,1
CCR,50,4/20/2014,2.5,0
CCR,50,5/2/2014,2.5,0
CCR,50,5/8/2014,3.3,0
CCR,50,5/15/2014,2.4,0
CCR,50,5/27/2014,3.8,0
CCR,50,6/4/2014,4.3,0
CCR,50,6/12/2014,4.3,0
CCR,50,6/26/2014,4.5,0
CCR,50,7/3/2014,4.3,0
CCR,50,7/10/2014,4,0
CCR,50,7/24/2014,5,0
CCR,50,8/7/2014,4.5,0
CCR,50,8/21/2014,3.1,0
CCR,50,9/5/2014,5.2,0
CCR,50,9/19/2014,3.5,0
CCR,50,10/3/2014,3.6,0
CCR,50,10/24/2014,3,0
CCR,50,5/8/2015,3.2,0
CCR,50,5/22/2015,3.5,0
CCR,50,5/29/2015,4.8,0
CCR,50,6/12/2015,4.6,0
CCR,50,6/26/2015,4.5,0
CCR,50,7/10/2015,4.2,0
CCR,50,7/24/2015,5.25,0
CCR,50,8/7/2015,4.6,0
CCR,50,8/26/2015,4.6,0
CCR,50,9/9/2015,4.9,0
CCR,50,9/23/2015,3.2,0
CCR,50,10/28/2015,3,0
CCR,50,5/13/2016,3.5,1
CCR,50,5/27/2016,3.3,1
CCR,50,5/27/2016,3.3,1
CCR,50,5/27/2016,2.9,1
CCR,50,5/28/2016,2,1
CCR,50,5/28/2016,2,1
CCR,50,5/28/2016,3.05,1
CCR,50,5/28/2016,3.6,1
CCR,50,5/28/2016,3.6,1
CCR,50,6/11/2016,3.8,1
CCR,50,6/29/2016,4.5,1
CCR,50,7/15/2016,5.6,1
CCR,50,7/29/2016,4.5,1
CCR,50,8/12/2016,5.4,1
CCR,50,8/12/2016,3.5,1
CCR,50,8/13/2016,2.6,1
CCR,50,8/13/2016,2.5,1
CCR,50,8/13/2016,4.35,1
CCR,50,8/13/2016,5.2,1
CCR,50,8/29/2016,4.9,1
CCR,50,9/12/2016,4.3,1
CCR,50,9/26/2016,3.8,1
CCR,50,10/10/2016,3.1,1
CCR,50,5/16/2018,3.3,0
CCR,50,5/30/2018,2.9,0
CCR,50,6/13/2018,3.5,0
CCR,50,6/27/2018,3.05,0
CCR,50,7/11/2018,4.07,0
CCR,50,7/24/2018,4.22,0
CCR,50,8/8/2018,4.75,0
CCR,50,8/22/2018,3.5,0
CCR,50,10/12/2018,1.59,0
CCR,50,10/12/2018,2.86,0
FCR,10,10/16/2013,1.77,0
FCR,20,10/16/2013,1.77,0
FCR,30,10/16/2013,1.9,0
FCR,40,10/16/2013,1.8,0
FCR,50,10/16/2013,2,0
FCR,50,10/29/2013,1.75,0
FCR,50,4/8/2014,2.5,0
FCR,50,4/16/2014,2.7,0
FCR,50,4/21/2014,2.5,0
FCR,50,4/27/2014,3.5,0
FCR,50,4/30/2014,3,0
FCR,50,5/5/2014,2.75,0
FCR,50,5/12/2014,2.5,0
FCR,50,5/26/2014,2.75,0
FCR,50,6/2/2014,2.75,0
FCR,50,6/2/2014,2.75,0
FCR,50,6/9/2014,2.7,0
FCR,50,6/9/2014,2.7,0
FCR,50,6/16/2014,3,0
FCR,50,6/16/2014,3,0
FCR,50,6/23/2014,3,0
FCR,50,6/23/2014,3,0
FCR,50,6/30/2014,3.25,0
FCR,50,6/30/2014,3.25,0
FCR,50,7/7/2014,3.25,0
FCR,50,7/14/2014,3.25,0
FCR,50,7/14/2014,3.25,0
FCR,50,7/21/2014,3.12,0
FCR,50,7/28/2014,3,0
FCR,50,7/28/2014,3,0
FCR,50,8/4/2014,3.2,0
FCR,50,8/4/2014,3.2,0
FCR,50,8/11/2014,2.8,0
FCR,50,8/11/2014,2.8,0
FCR,50,8/18/2014,2.55,0
FCR,50,8/25/2014,2.3,0
FCR,50,8/25/2014,2.3,0
FCR,50,9/3/2014,3.2,0
FCR,50,9/3/2014,3.2,0
FCR,50,9/8/2014,2.8,0
FCR,50,9/15/2014,2.4,0
FCR,50,9/15/2014,2.4,0
FCR,50,9/22/2014,2,0
FCR,50,9/22/2014,2,0
FCR,50,9/29/2014,1.7,0
FCR,50,10/4/2014,1.3,0
FCR,50,10/15/2014,1.1,0
FCR,50,10/23/2014,1.1,0
FCR,50,11/10/2014,1,0
FCR,50,2/5/2015,1.75,0
FCR,50,3/6/2015,1.8,0
FCR,50,3/31/2015,2,1
FCR,50,4/7/2015,2.25,1
FCR,50,4/13/2015,2.1,1
FCR,50,4/21/2015,1.4,1
FCR,50,4/25/2015,1.5,1
FCR,50,4/28/2015,2,1
FCR,50,5/4/2015,2.5,1
FCR,50,5/4/2015,2.5,0
FCR,50,5/5/2015,2.5,0
FCR,50,5/11/2015,3,1
FCR,50,5/11/2015,3,0
FCR,50,5/18/2015,2.8,1
FCR,50,5/18/2015,2.8,0
FCR,50,5/25/2015,2.5,1
FCR,50,5/25/2015,2.5,0
FCR,50,6/1/2015,2.9,1
FCR,50,6/1/2015,2.9,0
FCR,50,6/8/2015,1.7,1
FCR,50,6/8/2015,1.7,0
FCR,50,6/15/2015,2.4,1
FCR,50,6/15/2015,2.4,0
FCR,50,6/22/2015,2.33,1
FCR,50,6/22/2015,2.33,1
FCR,50,6/22/2015,2.33,0
FCR,50,6/29/2015,2.45,1
FCR,50,6/29/2015,2.45,0
FCR,50,7/6/2015,1.24,1
FCR,50,7/6/2015,1.24,0
FCR,50,7/13/2015,1.35,1
FCR,50,7/13/2015,1.35,0
FCR,50,7/20/2015,2.4,1
FCR,50,7/20/2015,2.4,0
FCR,50,7/27/2015,2.85,1
FCR,50,7/27/2015,2.85,0
FCR,50,8/3/2015,2.5,0
FCR,50,8/3/2015,2.5,0
FCR,50,8/10/2015,1.7,1
FCR,50,8/10/2015,1.7,0
FCR,50,8/17/2015,1.6,1
FCR,50,8/17/2015,1.6,0
FCR,50,8/24/2015,1.25,1
FCR,50,8/24/2015,1.25,0
FCR,50,8/31/2015,1.4,1
FCR,50,8/31/2015,1.4,0
FCR,50,10/5/2015,1.6,1
FCR,50,10/5/2015,1.6,0
FCR,50,12/7/2015,1.5,0
FCR,50,1/11/2016,2.11,1
FCR,50,2/5/2016,2.6,1
FCR,50,3/23/2016,2.45,1
FCR,50,3/28/2016,2.5,1
FCR,50,3/30/2016,3,1
FCR,50,4/11/2016,2.43,1
FCR,50,4/18/2016,3.12,1
FCR,50,4/25/2016,3.04,0
FCR,50,5/2/2016,2.96,1
FCR,50,5/9/2016,1.92,1
FCR,50,5/12/2016,2.13,1
FCR,50,5/16/2016,3.2,1
FCR,50,5/19/2016,3.1,1
FCR,50,5/23/2016,3.4,1
FCR,50,5/26/2016,2.94,1
FCR,50,5/30/2016,2.48,1
FCR,50,5/31/2016,2.45,1
FCR,50,6/2/2016,2.2,1
FCR,50,6/6/2016,1.72,1
FCR,50,6/13/2016,2.3,1
FCR,50,6/20/2016,2.23,1
FCR,50,6/27/2016,2.03,1
FCR,50,6/28/2016,2.26,1
FCR,50,6/30/2016,2.03,1
FCR,50,7/5/2016,2.32,1
FCR,50,7/11/2016,2.69,1
FCR,50,7/18/2016,2.23,1
FCR,50,7/25/2016,2.67,1
FCR,50,7/27/2016,2.46,1
FCR,50,7/28/2016,2.64,1
FCR,50,8/1/2016,2.72,1
FCR,50,8/8/2016,3.14,1
FCR,50,8/15/2016,3.3,1
FCR,50,8/26/2016,2.14,1
FCR,50,9/2/2016,1.67,1
FCR,50,9/9/2016,2.1,1
FCR,50,9/20/2016,2.08,1
FCR,50,9/30/2016,1.5,1
FCR,50,10/7/2016,1.45,1
FCR,50,10/14/2016,1.68,1
FCR,50,2/6/2017,1.35,0
FCR,50,2/27/2017,1.39,0
FCR,50,3/27/2017,1.25,0
FCR,50,4/10/2017,1.4,0
FCR,50,4/17/2017,1.71,0
FCR,50,4/24/2017,2,0
FCR,50,5/8/2017,1.01,0
FCR,50,5/29/2017,1.3,0
FCR,50,5/29/2017,1.65,0
FCR,50,5/29/2017,1.43,0
FCR,20,5/30/2017,1.3,0
FCR,30,5/30/2017,1.4,0
FCR,45,5/30/2017,1.4,0
FCR,50,5/30/2017,1.45,0
FCR,50,6/1/2017,1.98,0
FCR,10,6/5/2017,1.95,0
FCR,20,6/5/2017,2.14,0
FCR,30,6/5/2017,2.68,0
FCR,45,6/5/2017,2.7,0
FCR,50,6/5/2017,2.84,0
FCR,50,6/8/2017,2.18,0
FCR,50,6/12/2017,3.15,0
FCR,50,6/19/2017,2.29,0
FCR,50,6/26/2017,2.58,0
FCR,50,7/10/2017,1.79,0
FCR,50,7/13/2017,1.29,0
FCR,50,7/17/2017,1.41,0
FCR,50,7/24/2017,1.08,0
FCR,50,8/7/2017,2.55,0
FCR,50,8/14/2017,2.47,0
FCR,50,8/21/2017,2.94,0
FCR,50,8/28/2017,2.36,0
FCR,50,9/4/2017,1.87,0
FCR,50,9/11/2017,1.88,0
FCR,50,9/25/2017,2.5,0
FCR,50,10/23/2017,2.2,0
FCR,50,11/6/2017,2.5,0
FCR,50,1/15/2018,2.5,0
FCR,50,2/19/2018,1.61,0
FCR,50,3/19/2018,1.5,0
FCR,50,4/4/2018,1.53,0
FCR,50,4/10/2018,1.95,0
FCR,50,4/23/2018,2.81,0
FCR,50,4/30/2018,2.8,0
FCR,50,5/7/2018,3.14,0
FCR,50,5/14/2018,3.68,0
FCR,50,5/21/2018,1.3,0
FCR,50,5/28/2018,1.58,0
FCR,50,6/4/2018,2.62,0
FCR,50,6/11/2018,2.04,0
FCR,50,6/18/2018,2.65,0
FCR,50,6/25/2018,1.84,0
FCR,50,7/2/2018,2.37,0
FCR,50,7/9/2018,2.07,0
FCR,50,7/23/2018,1.54,0
FCR,50,7/30/2018,1.13,0
FCR,50,8/6/2018,1.86,0
FCR,50,8/27/2018,1.86,0
FCR,50,9/3/2018,1.58,0
FCR,50,9/10/2018,1.66,0
FCR,50,9/17/2018,1.2,0
FCR,50,9/24/2018,3.39,0
FCR,50,10/1/2018,2.22,0
FCR,50,10/8/2018,2.34,0
FCR,50,10/15/2018,1.28,0
FCR,50,10/21/2018,1.5,0
FCR,50,10/22/2018,1.68,0
FCR,50,10/29/2018,1.92,0
FCR,50,1/21/2019,2.1,0
FCR,50,2/8/2019,2.14,0
FCR,50,3/18/2019,2,0
FCR,50,4/1/2019,1.9,0
FCR,50,4/29/2019,2.14,0
FCR,50,5/6/2019,2.36,0
FCR,50,5/13/2019,2.35,0
FCR,50,5/20/2019,2.78,0
FCR,50,5/27/2019,3.39,0
FCR,50,5/30/2019,2.4,0
FCR,50,6/10/2019,2.13,0
FCR,50,6/13/2019,2,0
FCR,50,6/17/2019,1.47,0
FCR,50,6/20/2019,1.65,0
FCR,100,6/24/2019,0.148,0
FCR,50,6/24/2019,1.55,0
FCR,50,6/27/2019,1.44,0
FCR,50,7/1/2019,1.5,0
FCR,50,7/8/2019,1.5,0
FCR,50,7/15/2019,1.34,0
FCR,50,7/25/2019,0.97,0
FCR,50,7/27/2019,1.1,0
FCR,50,7/29/2019,0.9,0
FCR,50,8/1/2019,1,0
FCR,50,8/8/2019,1.18,0
FCR,50,8/14/2019,1.3,0
FCR,50,8/19/2019,1,0
FCR,50,8/28/2019,0.9,0
FCR,50,9/20/2019,1.2,0
FCR,50,10/11/2019,0.7,0
FCR,50,10/16/2019,0.75,0
FCR,50,10/25/2019,0.9,0
FCR,50,10/28/2019,0.7,0
FCR,50,10/30/2019,0.5,0
FCR,50,11/4/2019,1.1,0
FCR,50,11/8/2019,0.94,0
FCR,50,11/20/2019,1.1,0
FCR,50,12/6/2019,1.14,0
GWR,50,9/17/2013,2.1,1
GWR,50,4/18/2014,2.9,0
GWR,50,4/26/2014,2,0
GWR,50,5/9/2014,3.5,0
GWR,50,5/16/2014,3.5,0
GWR,50,6/4/2014,3.7,0
GWR,50,6/16/2014,3.7,0
GWR,50,6/29/2014,4,0
GWR,50,7/9/2014,3.7,0
GWR,50,7/25/2014,3.6,0
GWR,50,8/11/2014,3.2,0
GWR,50,8/22/2014,4.4,0
GWR,50,9/7/2014,4.1,0
GWR,50,9/30/2014,3.3,0
GWR,50,5/9/2015,2.2,0
GWR,50,5/20/2015,2.7,0
GWR,50,5/30/2015,2.6,0
GWR,50,6/10/2015,3.1,0
GWR,50,6/22/2015,4.2,0
GWR,50,7/6/2015,3.1,0
GWR,50,7/20/2015,4.1,0
GWR,50,8/3/2015,3.7,0
GWR,50,8/15/2015,4.5,0
GWR,50,8/30/2015,3.4,0
GWR,50,9/17/2015,2.5,0
GWR,50,4/6/2016,2.7,1
GWR,50,4/13/2016,3.2,1
GWR,50,4/29/2016,3.7,1
GWR,50,4/29/2016,3.4,1
GWR,50,4/30/2016,0,1
GWR,50,4/30/2016,0,1
GWR,50,4/30/2016,3,1
GWR,50,4/30/2016,3.1,1
GWR,50,5/13/2016,3,1
GWR,50,5/25/2016,3.75,1
GWR,50,6/10/2016,3.2,1
GWR,50,6/25/2016,3.6,1
GWR,50,6/25/2016,2,1
GWR,50,6/26/2016,1.4,1
GWR,50,6/26/2016,1.9,1
GWR,50,6/26/2016,3.5,1
GWR,50,6/26/2016,4,1
GWR,50,7/8/2016,3.8,1
GWR,50,7/22/2016,4.4,1
GWR,50,8/9/2016,3.3,1
GWR,50,8/24/2016,3.2,1
GWR,50,9/4/2016,2.8,1
GWR,50,9/4/2016,1.75,1
GWR,50,9/5/2016,0.83,1
GWR,50,9/5/2016,0.83,1
GWR,50,9/5/2016,2.7,1
GWR,50,9/5/2016,2.7,1
GWR,50,9/23/2016,3.3,1
GWR,50,10/3/2016,3.3,1
SHR,50,8/30/2013,6.5,1
SHR,50,5/2/2014,8,0
SHR,50,5/8/2014,9.5,0
SHR,50,5/30/2014,9.5,0
SHR,50,6/12/2014,8.5,0
SHR,50,6/26/2014,8.2,0
SHR,50,7/10/2014,9,0
SHR,50,7/24/2014,11.5,0
SHR,50,8/7/2014,10.3,0
SHR,50,9/5/2014,9.5,0
SHR,50,10/3/2014,8,0
SHR,50,10/24/2014,6.2,0
SHR,50,5/8/2015,7.25,0
SHR,50,5/22/2015,5.2,0
SHR,50,5/29/2015,4.8,0
SHR,50,6/12/2015,5.2,0
SHR,50,6/26/2015,6,0
SHR,50,7/10/2015,10.1,0
SHR,50,7/24/2015,13.5,0
SHR,50,8/7/2015,11.5,0
SHR,50,8/26/2015,11.3,0
SHR,50,9/9/2015,8.5,0
SHR,50,10/28/2015,12.4,0
SHR,50,6/29/2016,10.8,1
SHR,50,7/29/2016,11.1,1
SHR,50,8/17/2016,11.3,1
